person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_MORTGAGE,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_A,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,cb_person_default_on_file_N,cb_person_default_on_file_Y
-1.0853286980082029,0.3925173599358049,0.06246799555207342,-0.5670767731031577,-0.3322252273176904,-0.9390485188283437,-0.4414326568840089,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.760376028522062,-0.6476526984964288,-1.1978707285819297,-0.7257826956132397,-0.011413878028100753,-0.19137891588456088,-0.9372963379728891,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.7019109841655722,-0.40313511013362757,-0.9458029837551292,-0.7257826956132397,-0.2155665548487489,-0.5652137173564523,-0.1935008163395688,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.435423359035921,-1.031894623066545,-0.44166749410152784,-1.241576943771006,0.8376020160514188,-0.28483761625253357,-0.6893644974284491,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.052005645193290366,1.6345114595563823,-1.1978707285819297,2.4483357545883986,1.369047079521042,-0.0044615151486149885,0.5502947052937516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.21448197993636084,-0.6942274772322005,-0.18959974927472723,-0.37662966609105947,1.3755281168804276,0.6497493874271949,0.5502947052937516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.052005645193290366,-0.30610432110076996,-0.6937352389283284,-1.2019004631434855,1.9004921429906654,-1.2194246199322623,-0.1935008163395688,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.21448197993636084,2.1196654047206707,-0.9458029837551292,0.8612765294875796,-0.8215435479513067,-0.7521311180923981,0.5502947052937516,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9228523632651324,-0.1586175217708264,0.31453574037887405,-0.4877238118481168,-1.145595415920589,-0.5652137173564523,-0.6893644974284491,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.052005645193290366,0.04320651941751745,0.5666034852056747,-1.1225475018884445,0.22190346690978277,-1.2194246199322623,0.30236286474931146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.052005645193290366,1.9838223000746698,-1.1978707285819297,0.8612765294875796,2.0203913341393003,-0.7521311180923981,0.7982265458381917,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.052005645193290366,0.0820188350306605,1.8269422093396779,-1.0431945406334036,-1.5020524706868,-1.2194246199322623,0.5502947052937516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9228523632651324,-0.9271013709110587,-0.6937352389283284,-0.5670767731031577,-1.4275205410538647,1.490877690738951,-0.9372963379728891,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.27294702429285056,-0.9038139815431729,0.5666034852056747,-0.8051356568682806,-1.019215187412569,0.5562906870592222,-0.6893644974284491,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.760376028522062,0.5186573856785198,0.06246799555207342,-1.1225475018884445,-0.011413878028100753,-1.3128833203002352,-0.9372963379728891,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.21448197993636084,-0.5972160943571494,-0.6937352389283284,0.3851587619573338,0.17977672407377582,1.584336391106924,1.0461583863826318,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.760376028522062,0.19457455030877535,-1.1978707285819297,-0.4083708505930758,-1.4534446904914073,-0.7521311180923981,-0.4414326568840089,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.435423359035921,0.9552959363263791,-0.9458029837551292,1.6548061420379891,1.4986678267087552,-0.0044615151486149885,-0.9372963379728891,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.3769583146794313,-0.674821319425629,-0.9458029837551292,-0.7257826956132397,-0.3613898954349257,-0.09792021551658794,1.0461583863826318,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.1104706895497801,0.470141991162091,-0.18959974927472723,0.06774691693716994,-1.145595415920589,-0.5652137173564523,0.7982265458381917,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.27294702429285056,-0.2536494765496071,0.06246799555207342,-0.8844886181233216,0.28023280314425353,-1.0325072191963167,-0.4414326568840089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.27294702429285056,0.470141991162091,-0.44166749410152784,-1.0114533561313872,0.711221787543399,-1.2194246199322623,-0.4414326568840089,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.1104706895497801,0.4501536486213223,0.06246799555207342,1.6548061420379891,0.31263798994118164,0.46283198669124925,0.05443102420487134,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.1104706895497801,-0.9076952131044872,-0.6937352389283284,-0.2814061125850103,1.4759841959509052,2.2385472936827333,-0.1935008163395688,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.27294702429285056,-0.44194742574677065,0.31453574037887405,0.8612765294875796,0.31263798994118164,1.6777950914748962,-0.9372963379728891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9228523632651324,-0.7331174174765698,0.06246799555207342,-0.7257826956132397,-1.6964835914683691,0.0889971852193577,-0.9372963379728891,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.21448197993636084,-1.0435383177504878,-0.9458029837551292,-0.8051356568682806,1.3042367059271858,1.9581711925788152,0.7982265458381917,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.760376028522062,-0.7205422272179114,-0.6937352389283284,0.06774691693716994,-0.0891863263407286,1.6777950914748962,-0.9372963379728891,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9228523632651324,-0.5389782147796283,0.31453574037887405,-0.8844886181233216,-1.3821532795381655,-0.5652137173564523,-0.9372963379728891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.760376028522062,-0.11204274303505474,0.5666034852056747,-0.7257826956132397,0.6366898579104641,-0.845589818460371,-0.9372963379728891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.435423359035921,0.9164836207132361,0.5666034852056747,2.4483357545883986,0.5524363722384507,0.46283198669124925,-0.4414326568840089,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8643873189086426,-0.6942274772322005,-1.1978707285819297,-0.4877238118481168,-0.8215435479513067,0.46283198669124925,-0.1935008163395688,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5978996937789914,-0.5971966881993428,-0.9458029837551292,0.3851587619573338,-1.4534446904914073,1.584336391106924,-0.9372963379728891,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.760376028522062,1.188092205374011,-0.6937352389283284,0.22645283944725186,-0.3322252273176904,-0.7521311180923981,-0.9372963379728891,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.27294702429285056,-0.6322830215136241,-0.18959974927472723,-1.0431945406334036,0.539474297519679,-0.7521311180923981,-0.4414326568840089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.1104706895497801,-0.35982056590935996,1.3228067196860767,-0.2496649280829939,-1.8163827826170038,-0.0044615151486149885,0.7982265458381917,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.052005645193290366,-0.8882890552979157,-0.6937352389283284,-0.7575238801152561,-0.011413878028100753,0.6497493874271949,0.5502947052937516,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.052005645193290366,-0.46135358355334216,1.070738974859276,0.4248352425848543,1.1551728466613158,1.1170428892670592,1.0461583863826318,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.3769583146794313,-0.0033682593182542044,0.06246799555207342,-0.8844886181233216,0.5362337788399864,-1.0325072191963167,0.30236286474931146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.27294702429285056,0.8582651472935214,-0.44166749410152784,2.4483357545883986,-0.011413878028100753,0.5562906870592222,-0.9372963379728891,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.3769583146794313,0.470141991162091,-0.18959974927472723,0.06774691693716994,1.0223115807939098,-0.5652137173564523,1.0461583863826318,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.1104706895497801,-0.2540958181791583,1.5748744645128772,-0.2496649280829939,1.1389702532628514,-0.19137891588456088,1.0461583863826318,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.5978996937789914,-0.3309442030931815,-0.18959974927472723,0.06774691693716994,0.9153744643640467,0.3693732863232763,-0.6893644974284491,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.052005645193290366,-0.05382426961534017,-0.9458029837551292,-0.2496649280829939,0.5524363722384507,-0.37829631662050656,0.7982265458381917,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9228523632651324,-0.34491663671391304,0.31453574037887405,-0.916229802625338,-0.011413878028100753,-0.845589818460371,-0.9372963379728891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.4891506663393472,-0.034418111808768644,0.31453574037887405,0.8612765294875796,-1.019215187412569,0.5562906870592222,2.7816812701937126,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0853286980082029,-0.6155161011687463,0.31453574037887405,-1.2812534243985265,-0.12159151313765672,-1.2194246199322623,-0.6893644974284491,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.1104706895497801,-0.28669816329419845,1.5748744645128772,0.3851587619573338,-1.145595415920589,0.6497493874271949,0.30236286474931146,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.435423359035921,-0.6263059249092001,-0.6937352389283284,0.06774691693716994,-0.2512122603253698,1.2105015896350322,-0.6893644974284491,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.1104706895497801,-0.39661464111061956,1.8269422093396779,-0.7575238801152561,-0.011413878028100753,-0.5652137173564523,0.5502947052937516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.1104706895497801,-0.28669816329419845,-0.9458029837551292,0.06774691693716994,-1.3076213499052303,0.2759145859553036,-0.1935008163395688,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.760376028522062,-0.5777905303927713,-0.6937352389283284,-0.5670767731031577,0.27051124710517466,-0.0044615151486149885,-0.4414326568840089,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0853286980082029,-0.9465075287176302,-0.18959974927472723,-0.4083708505930758,-0.13131306917673555,2.2385472936827333,-0.9372963379728891,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.760376028522062,0.6642035692278062,-0.9458029837551292,-0.07112076525915174,0.02747234612821288,-0.7521311180923981,-0.6893644974284491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.9765796705685585,-0.17996429535805508,-0.18959974927472723,0.3851587619573338,-0.21232603616905615,0.3693732863232763,2.0378857485603925,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.27294702429285056,-0.26729200548762694,0.31453574037887405,-0.9955827638803789,-0.011413878028100753,-1.0325072191963167,-0.9372963379728891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5978996937789914,-0.10428027991242612,0.06246799555207342,-0.6464297343581987,-0.9803289632562552,-0.7521311180923981,-0.9372963379728891,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9228523632651324,-0.9503887602789446,0.06246799555207342,-1.2019004631434855,-0.12159151313765672,-0.4717550169884795,-0.9372963379728891,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9228523632651324,-0.7330397928453435,-0.44166749410152784,-0.5670767731031577,0.6334493392307713,0.3693732863232763,-0.9372963379728891,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.5142926578809246,-0.8688828974913442,3.5914164231272823,-0.7257826956132397,1.356085004802271,0.6497493874271949,1.294090226927072,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
-0.9228523632651324,-0.9271013709110587,-1.1978707285819297,-0.9479709871273544,-0.011413878028100753,0.2759145859553036,-0.9372963379728891,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5978996937789914,-0.11204274303505474,0.8186712300324753,-0.09095900557291199,-0.011413878028100753,-0.19137891588456088,-0.4414326568840089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9228523632651324,-0.8665541585545556,-0.44166749410152784,-1.2614151840847663,1.9004921429906654,-0.845589818460371,-0.6893644974284491,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.1104706895497801,1.0329205675526651,0.06246799555207342,-0.7257826956132397,-1.1391143785612037,-1.2194246199322623,-0.1935008163395688,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5394346494225017,0.14023730845037508,1.070738974859276,1.3373942970178254,2.0625180769753064,0.7432080877951679,1.0461583863826318,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.435423359035921,-0.46135358355334216,-0.18959974927472723,-1.2138034073317416,-1.573343881640042,-1.1259659195642895,-0.9372963379728891,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9228523632651324,-0.26729200548762694,-1.1978707285819297,-1.0431945406334036,-1.2881782378270734,-1.0325072191963167,-0.9372963379728891,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.1104706895497801,-0.11204274303505474,-0.6937352389283284,-1.2019004631434855,-0.3613898954349257,-1.3128833203002352,0.7982265458381917,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-1.0853286980082029,-0.664264369578854,-0.18959974927472723,-1.170159278641469,-1.0127341500531832,-0.9390485188283437,-0.9372963379728891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.435423359035921,0.3148927287095188,-0.9458029837551292,1.972217987058153,2.101404301131621,0.9301254885311138,-0.9372963379728891,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.5394346494225017,-0.15555134883738808,-0.18959974927472723,0.3851587619573338,-1.4275205410538647,0.3693732863232763,0.7982265458381917,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5394346494225017,-0.46135358355334216,-0.44166749410152784,-0.09095900557291199,-1.3076213499052303,0.3693732863232763,0.5502947052937516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.1104706895497801,0.8582651472935214,0.06246799555207342,0.8612765294875796,-0.011413878028100753,-0.28483761625253357,1.0461583863826318,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5978996937789914,-0.30610432110076996,-1.1978707285819297,-0.2496649280829939,-1.0645824489282685,-0.09792021551658794,-0.4414326568840089,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5394346494225017,-0.8106644240716296,-1.1978707285819297,-1.2812534243985265,0.27051124710517466,-1.0325072191963167,1.0461583863826318,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.27294702429285056,2.9153178747901025,1.3228067196860767,1.6548061420379891,1.0352736555126816,-0.7521311180923981,-0.9372963379728891,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.8643873189086426,-0.20907353206791235,-0.44166749410152784,0.3851587619573338,0.6366898579104641,0.46283198669124925,0.30236286474931146,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5978996937789914,-0.034418111808768644,0.06246799555207342,-0.6940415111112233,-1.0127341500531832,-0.845589818460371,-0.6893644974284491,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.026863653651713,-0.399176253941087,-0.18959974927472723,-0.7257826956132397,-0.4521244184663246,-0.5652137173564523,0.7982265458381917,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.435423359035921,-0.9969635390147162,-1.1978707285819297,-1.2812534243985265,0.6366898579104641,-0.6586724177244251,-0.9372963379728891,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.435423359035921,-0.26729200548762694,-0.6937352389283284,1.3373942970178254,0.6334493392307713,1.6777950914748962,-0.4414326568840089,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.052005645193290366,1.1493575143920942,0.8186712300324753,-0.2496649280829939,0.037193902167291716,-1.0325072191963167,1.0461583863826318,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.9228523632651324,-0.1508550586481978,-0.9458029837551292,-0.8844886181233216,-1.2104057895144456,-0.9390485188283437,-0.6893644974284491,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.5978996937789914,0.27608041309637577,0.8186712300324753,0.3851587619573338,-1.145595415920589,-0.19137891588456088,-0.6893644974284491,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
